Geo Point;Löv- eller barrträd;Trädart vetenskapligt namn;Trädart svenskt namn;Gatu- eller parkträd;Planteringsdatum
63.82606052099853, 20.26199748683767;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.819540089122945, 20.285476608255394;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.80882897734469, 20.18527423070672;Lövträd;Betula Sp.;Björk;Parkträd;
63.83180618928821, 20.275713353204594;Lövträd;Prunus Padus;Hägg;Parkträd;
63.842771064625296, 20.155679798708643;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83906409206936, 20.19981501021587;Lövträd;Betula Sp.;Björk;Parkträd;
63.831463996206374, 20.277382999753804;Lövträd;Corylus Avellana;Hassel;Parkträd;2013-11-19
63.84292644669514, 20.155669997220073;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.62806887784526, 19.90887213164184;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84931614691239, 20.12569476803149;Lövträd;Acer Platanoides Fk Pernilla E;Skogslönn Fk Pernilla E;Gatuträd;2021-09-14
63.85548281082863, 20.319375975636103;Lövträd;Populus Tremula Erecta;Pelarasp;Parkträd;2011-07-01
63.7120985659869, 20.385748587925313;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82734506152009, 20.270363385886313;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.83782896200916, 20.16477246799023;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.833899248804954, 20.186637002754367;Lövträd;Betula Sp.;Björk;Parkträd;
63.83292890915901, 20.204024942249827;Lövträd;Betula Sp.;Björk;Parkträd;
63.83178357507412, 20.238031573314018;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81674516271386, 20.227975905866163;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-06-29
63.83851530475032, 20.23354308685846;Lövträd;Betula Sp.;Björk;Parkträd;
63.81804299480805, 20.312235998753426;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2010-07-01
63.83475260333104, 20.197340932017646;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.81854802523472, 20.215334825763524;Lövträd;Betula Sp.;Björk;Parkträd;
63.825629454826625, 20.221502727367888;Lövträd;Acer Platanoides;Skogslönn;Parkträd;2020-09-19
63.84618399585811, 20.342374997180272;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2012-07-01
63.84750008678639, 20.299220303550634;Lövträd;Betula Sp.;Björk;Parkträd;
63.81934306911262, 20.253062976972668;Lövträd;Betula Sp.;Björk;Parkträd;
63.856451870356445, 20.30293042491133;Lövträd;Betula Sp.;Björk;Parkträd;
63.83162030423635, 20.237288270906994;Lövträd;Betula Sp.;Björk;Parkträd;
63.823686890036285, 20.289874123220212;Lövträd;Salix Alba;Vitpil;Parkträd;
63.85827092000259, 20.328110637604862;Lövträd;Betula Sp.;Björk;Parkträd;
63.80854863429495, 20.307663648328063;Lövträd;Sorbus Dodong;Prydnadsrönn Dodong;Parkträd;2021-08-31
63.8319763489421, 20.316409112300896;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83188299426518, 20.171857996752912;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85324554362569, 20.29390915995977;Lövträd;Betula Pubescens;Glasbjörk;Gatuträd;2022-10-16
63.824614774410065, 20.261327017985863;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2016-06-30
63.799041263905806, 20.320173585199637;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82494166391679, 20.261611366814517;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2016-06-30
63.877036413640795, 20.306578206630878;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.836726573233165, 20.185283582673165;Lövträd;Betula Sp.;Björk;Parkträd;
63.841712994417996, 20.187926000113578;Barrträd;Pinus Sylvestris;Tall;Parkträd;2013-08-29
63.80548823321345, 20.34574990859885;Barrträd;Larix Sibirica;Sibirisk Lärk;Parkträd;2013-06-30
63.810003489393395, 20.347727915126264;Lövträd;Alnus Incana Laciniata;Flikbladig Gråal;Parkträd;
63.85315658538872, 20.299379110263978;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81421919943928, 20.320780242846006;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.79005542447483, 20.312181140596103;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.805319674445414, 20.34500065784843;Barrträd;Larix Sibirica;Sibirisk Lärk;Parkträd;2013-04-18
63.848527895696506, 20.30743729961332;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82107407726297, 20.292851349759086;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80901867455238, 20.186939016270802;Lövträd;Salix Alba;Vitpil;Parkträd;
63.81077144565524, 20.306744546607767;Lövträd;Sorbus Dodong;Prydnadsrönn Dodong;Parkträd;2021-08-31
63.823474400113035, 20.27722641602315;Lövträd;Betula Sp.;Björk;Gatuträd;
63.832821573948465, 20.19043939707527;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.8269770213654, 20.28093666112153;Barrträd;Picea Abies;Gran;Parkträd;
63.8112292874351, 20.256337198062734;Lövträd;Betula Sp.;Björk;Parkträd;
63.81912088598833, 20.29188088529735;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.83119557558578, 20.24180217776991;Lövträd;Populus Tremula;Asp;Parkträd;2016-06-30
63.83310348403939, 20.314780989407808;Lövträd;Betula Sp.;Björk;Parkträd;
63.62787910745698, 19.911341119343078;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82791793758, 20.288161325233595;Barrträd;Picea Abies;Gran;Parkträd;
63.83234359066815, 20.241203146701732;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.819073004513584, 20.288673878170744;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.810950952308296, 20.25652753153842;Barrträd;Pinus Cembra Ssp. Sibirica;Sibirisk Cembratall;Parkträd;
63.841908993311016, 20.287029995952288;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.82971499405726, 20.26877499795661;Barrträd;Picea Omorika;Serbisk Gran;Gatuträd;2013-07-01
63.8311274014216, 20.243261507221824;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.80770173978676, 20.19612911972342;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83216982433895, 20.224858869518187;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2013-06-30
63.84170599513705, 20.187803997619422;Barrträd;Pinus Sylvestris;Tall;Parkträd;2013-08-28
63.84500154244195, 20.325459573668162;Lövträd;Betula Sp.;Björk;Parkträd;
63.82547018574336, 20.253605997907822;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2011-07-01
63.84075780437636, 20.28570799387685;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.809296244401644, 20.191323601798572;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.85919923158529, 20.318494763243294;Lövträd;Betula Sp.;Björk;Parkträd;
63.834571006275596, 20.20569875780908;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83677701922507, 20.271708880782572;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.832736548583725, 20.24216763629581;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.84952497460142, 20.124352757288218;Lövträd;Acer Platanoides Fk Pernilla E;Skogslönn Fk Pernilla E;Gatuträd;2021-09-14
63.63489524124944, 19.910305650951017;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.70307207802346, 20.3707106821625;Lövträd;Salix Alba;Vitpil;Parkträd;
63.801219007259576, 20.321558179655746;Lövträd;Betula Sp.;Björk;Parkträd;
63.835809549909, 20.245242278335823;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.833957519739876, 20.174913210349885;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.832764028784815, 20.241061574276692;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83000134755136, 20.219037054007877;Lövträd;Betula Sp.;Björk;Parkträd;
63.844744993084234, 20.340483998568214;Lövträd;Populus Tremula;Asp;Parkträd;2012-07-01
63.79883934491782, 20.316659556705638;Lövträd;Betula Sp.;Björk;Parkträd;
63.8475895490168, 20.31097527692342;Lövträd;Betula Sp.;Björk;Parkträd;
63.853226196030604, 20.2941118367911;Lövträd;Betula Pubescens;Glasbjörk;Gatuträd;2022-10-16
63.84520821214646, 20.28057022877361;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.89350854918024, 20.321418472490937;Lövträd;Betula Sp.;Björk;Parkträd;2007-07-01
63.83574334598721, 20.159059370083995;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82287588733152, 20.27503159226405;Lövträd;Betula Pendula Fk Savolaksie;Vårtbjörk;Gatuträd;2019-10-17
63.84793957435316, 20.138949326653123;Lövträd;Alnus Incana Fk Deje E;Gråal E;Gatuträd;2021-09-14
63.82617146349416, 20.283807661089423;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83243507203208, 20.30495328522353;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82098111027503, 20.286706130320344;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.843002766460366, 20.155876945863476;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85499269537158, 20.33166282824818;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.801125997476966, 20.3194611422727;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.8488074471504, 20.129398697641445;Lövträd;Alnus Incana Fk Deje E;Gråal E;Gatuträd;2021-09-14
63.849145224387634, 20.301654891064498;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.90467282216521, 20.56012557032236;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.80746767530038, 20.32333794512318;Lövträd;Quercus Rubra;Rödek;Parkträd;2022-05-22
63.82650039858841, 20.279258830511214;Lövträd;Betula Sp.;Björk;Gatuträd;2010-07-01
63.84373621497177, 20.15955641835401;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83236459057752, 20.237590086573597;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84347836800685, 20.2790977451219;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.87622800415526, 20.306123572191755;Lövträd;Betula Sp.;Björk;Parkträd;
63.90858291243941, 20.557288226146174;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2012-06-30
63.86123208098573, 20.33765009679777;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2017-10-08
63.819109290711445, 20.2651787560861;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.840144900450774, 20.159715844530318;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.813542840186805, 20.304942610077664;Lövträd;Prunus Virginiana;Virginiahägg;Parkträd;
63.855091465411455, 20.331689952135655;Lövträd;Betula Sp.;Björk;Parkträd;
63.83587928265693, 20.274259766487102;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.8354891872008, 20.231349630064617;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.813789976316315, 20.250350513857338;Lövträd;Betula Sp.;Björk;Parkträd;
63.83726707728654, 20.273519620550655;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.79841626044567, 20.319021961021516;Lövträd;Betula Sp.;Björk;Parkträd;
63.80941888475362, 20.309580514928758;Lövträd;Betula Sp.;Björk;Gatuträd;
63.825314406289884, 20.254401887738933;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2011-07-01
63.83449841139585, 20.196600305650858;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82720002129213, 20.285465635844357;Lövträd;Betula Sp.;Björk;Parkträd;
63.815274061289465, 20.22008120997161;Lövträd;Betula Sp.;Björk;Parkträd;
63.80933839731105, 20.31696666793438;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83231985129338, 20.24180762230897;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.840254423797255, 20.480999834134124;Lövträd;Betula Sp.;Björk;Parkträd;
63.70164035618301, 20.313966008664217;Lövträd;Betula Sp.;Björk;Parkträd;
63.82901760393103, 20.266141874066985;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81608858631585, 20.246695854532337;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82541774838335, 20.27809849504866;Lövträd;Betula Sp.;Björk;Gatuträd;
63.8040714803477, 20.317172813777486;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84080523417532, 20.22426685861579;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85338238202676, 20.212782062047456;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81561258129834, 20.184069545158245;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.83940193217587, 20.221763008530026;Lövträd;Betula Sp.;Björk;Parkträd;
63.62362301770941, 19.909272786602465;Lövträd;Betula Sp.;Björk;Parkträd;
63.83239954277783, 20.239318509208864;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.826484918826004, 20.246361387266223;Lövträd;Betula Sp.;Björk;Parkträd;
63.82855465539626, 20.245587165875648;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.832776206844876, 20.227587824804903;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2011-07-01
63.838560651468605, 20.223011099802488;Lövträd;Betula Sp.;Björk;Parkträd;
63.82927829006176, 20.258252478962138;Lövträd;Betula Sp.;Björk;Gatuträd;
63.823467995183464, 20.264762998667422;Lövträd;Prunus Sargentii;Bergkörsbär;Parkträd;2015-07-09
63.62946335565573, 19.918704168456124;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82472179849117, 20.275951498823634;Lövträd;Populus Laurifolia;Lagerpoppel;Parkträd;
63.83221289419253, 20.240271273767846;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.79317604759652, 20.310695427355785;Lövträd;Alnus Incana;Gråal;Parkträd;2009-09-01
63.81235914517578, 20.310027318146187;Lövträd;Aesculus Hippocastanum;Hästkastanj;Gatuträd;2010-07-01
63.84586759915816, 20.281385779804314;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82672699573573, 20.251210997821406;Lövträd;Prunus Sargentii;Bergkörsbär;Parkträd;2013-07-01
63.83053042266263, 20.24079819228055;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.828637156440365, 20.252510705228964;Lövträd;Betula Sp.;Björk;Gatuträd;
63.84405051753734, 20.226173269625683;Lövträd;Betula Sp.;Björk;Parkträd;
63.83738347202325, 20.235525919641397;Lövträd;Betula Sp.;Björk;Parkträd;
63.83430515487189, 20.27088392866838;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83559226252504, 20.22987132500998;Lövträd;Prunus Padus Fk Ultuna;Hägg;Parkträd;2011-07-01
63.831581258712525, 20.242111986907993;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82291411202371, 20.269138422369736;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85275326375512, 20.304417035631154;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.81092994826222, 20.3110474235097;Lövträd;Betula Sp.;Björk;Gatuträd;
63.85252211206255, 20.30948519701;Lövträd;Betula Sp.;Björk;Parkträd;
63.801966550505696, 20.319991023117055;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.806495295782696, 20.3429166122631;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.903152077203615, 20.539723580300915;Lövträd;Alnus Incana Laciniata;Flikbladig Gråal;Parkträd;
63.62731363304783, 19.92391092317301;Barrträd;Pinus Sylvestris;Tall;Gatuträd;
63.84225848926547, 20.284001306928662;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.81023575339024, 20.202578643960585;Lövträd;Betula Sp.;Björk;Gatuträd;
63.81720997715294, 20.290165445924774;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.835780241519544, 20.22582109291761;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.794793793164835, 20.303641897781187;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83051587312267, 20.253281695480936;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.82705153915917, 20.2819614767947;Lövträd;Populus Tremula Erecta;Pelarasp;Parkträd;
63.79739577869743, 20.314255336978583;Lövträd;Betula Sp.;Björk;Parkträd;
63.81857712838835, 20.229644611229283;Lövträd;Betula Sp.;Björk;Parkträd;
63.82668179149101, 20.24410650661605;Lövträd;Betula Sp.;Björk;Parkträd;
63.818183241176904, 20.26240952982519;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81203968459759, 20.312874309505776;Lövträd;Betula Sp.;Björk;Parkträd;
63.85527431004862, 20.32912859128197;Lövträd;Betula Sp.;Björk;Parkträd;
63.8375982601915, 20.247788013688332;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-07-01
63.831818661544645, 20.195264752667317;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.8367525718989, 20.282060304837536;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.797218655410276, 20.307230628169656;Lövträd;Betula Sp.;Björk;Parkträd;
63.81827054995795, 20.261224186622208;Lövträd;Populus Tremula;Asp;Parkträd;
63.84555555382364, 20.307809312630667;Lövträd;Betula Sp.;Björk;Parkträd;
63.81330809747088, 20.306170030156014;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.85715146021308, 20.31520245814321;Lövträd;Betula Sp.;Björk;Parkträd;
63.83225420013394, 20.231439081913155;Barrträd;Larix Sibirica;Sibirisk Lärk;Parkträd;2011-07-01
63.80474284466798, 20.298705750797716;Lövträd;Sorbus Thuringiata Fastigiata E-;Rundoxel;Parkträd;2011-07-01
63.8464331492185, 20.30336362422917;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.836482733278515, 20.32504540401391;Lövträd;Betula Sp.;Björk;Parkträd;
63.833931151329246, 20.252036390545957;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.84745111002923, 20.298393096276953;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83836248538866, 20.181338141344735;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.81821213668099, 20.261269388304527;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83873844981542, 20.24656899359991;Lövträd;Populus Tremula;Asp;Parkträd;2009-07-01
63.8779443538996, 20.306738317065598;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.818025994085, 20.307898996639803;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2010-07-01
63.821215107370875, 20.218610489973273;Lövträd;Betula Sp.;Björk;Parkträd;
63.82732777155707, 20.29518009931672;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.79944374220635, 20.30418536485873;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.819506843662694, 20.218178887596288;Lövträd;Betula Sp.;Björk;Parkträd;
63.7028471076079, 20.314503041308196;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84252168829481, 20.277487228056263;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.62654909386996, 19.92026504852539;Lövträd;Betula Sp.;Björk;Parkträd;
63.902750067565044, 20.550534758615903;Lövträd;Betula Sp.;Björk;Parkträd;
63.82347836964766, 20.282345423128135;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.827752252568764, 20.27020450131051;Lövträd;Betula Sp.;Björk;Gatuträd;
63.846935937122865, 20.22666176375889;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83456071292119, 20.19454028129362;Lövträd;Betula Sp.;Björk;Parkträd;
63.62646699699784, 19.911634997573998;Lövträd;Betula Sp.;Björk;Parkträd;
63.83179222205827, 20.239599261618928;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.852055333791874, 20.314989590100627;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.827499289898306, 20.27392616431728;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.8437631076584, 20.278419897611567;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83154251541185, 20.300981655485657;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81936043305735, 20.20093449398676;Barrträd;Pinus Cembra Ssp. Sibirica;Sibirisk Cembratall;Parkträd;
63.83007233751594, 20.259843097285927;Lövträd;Betula Sp.;Björk;Gatuträd;
63.81562249864793, 20.25134169242261;Lövträd;Betula Sp.;Björk;Parkträd;
63.81701972171159, 20.25832962311683;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.8357429940874, 20.19319099715715;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2012-07-01
63.82816467512461, 20.237346631377207;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80667168315372, 20.18698277126209;Lövträd;Prunus Maackii;Näverhägg;Parkträd;
63.84692100193479, 20.321039619748078;Lövträd;Betula Sp.;Björk;Parkträd;
63.83840520470691, 20.2213873734725;Lövträd;Betula Sp.;Björk;Parkträd;
63.81878572787096, 20.218164961550308;Lövträd;Betula Sp.;Björk;Parkträd;
63.807219988676856, 20.177242348154177;Barrträd;Pinus Sylvestris;Tall;Parkträd;
